id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j1689,1991,military_department.a1234-d300,Санітар,878658,1,4/2,military_rank.rank_30
a1234-j1690,1992,military_department.a1234-d300,Водій - санітар,790037/658,3,5/2,military_rank.rank_30
a1234-j1693,1995,military_department.a1234-d300,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1694,1997,military_department.a1234-d301,Командир роти,211003,1,19,military_rank.rank_220
a1234-j1695,1998,military_department.a1234-d301,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j1696,1999,military_department.a1234-d301,Заступник командира роти з озброєння,7061003,1,18,military_rank.rank_190
a1234-j1697,2000,military_department.a1234-d301,Головний сержант,117974,1,12,military_rank.rank_100
a1234-j1698,2001,military_department.a1234-d301,Сержант із матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j1699,2002,military_department.a1234-d301,Старший механік - водій,117790,1,8/6 ,military_rank.rank_70
a1234-j1700,2003,military_department.a1234-d301,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1701,2006,military_department.a1234-d303,Командир взводу,211003,1,12,military_rank.rank_190
a1234-j1702,2007,military_department.a1234-d303,Старший механік - водій,117790,1,8/6 ,military_rank.rank_70
a1234-j1703,2008,military_department.a1234-d303,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1704,2010,military_department.a1234-d304,Головний сержант - командир танка,117975,1,10,military_rank.rank_90
a1234-j1705,2011,military_department.a1234-d304,Механік-водій,117258,1,6/4,military_rank.rank_50
a1234-j1706,2012,military_department.a1234-d304,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1707,2014,military_department.a1234-d305,Командир танка,117194,1,9/6 ,military_rank.rank_80
a1234-j1708,2015,military_department.a1234-d305,Механік-водій,117258,1,6/4,military_rank.rank_50
a1234-j1709,2016,military_department.a1234-d305,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1710,2019,military_department.a1234-d307,Командир взводу,211003,1,12,military_rank.rank_190
a1234-j1711,2020,military_department.a1234-d307,Старший механік - водій,117790,1,8/6 ,military_rank.rank_70
a1234-j1712,2021,military_department.a1234-d307,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1713,2023,military_department.a1234-d308,Головний сержант - командир танка,117975,1,10,military_rank.rank_90
a1234-j1714,2024,military_department.a1234-d308,Механік-водій,117258,1,6/4,military_rank.rank_50
a1234-j1715,2025,military_department.a1234-d308,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1716,2027,military_department.a1234-d309,Командир танка,117194,1,9/6 ,military_rank.rank_80
a1234-j1717,2028,military_department.a1234-d309,Механік-водій,117258,1,6/4,military_rank.rank_50
a1234-j1718,2029,military_department.a1234-d309,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1719,2032,military_department.a1234-d311,Командир взводу,211003,1,12,military_rank.rank_190
a1234-j1720,2033,military_department.a1234-d311,Старший механік - водій,117790,1,8/6 ,military_rank.rank_70
a1234-j1721,2034,military_department.a1234-d311,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1722,2036,military_department.a1234-d312,Головний сержант - командир танка,117975,1,10,military_rank.rank_90
a1234-j1723,2037,military_department.a1234-d312,Механік-водій,117258,1,6/4,military_rank.rank_50
a1234-j1724,2038,military_department.a1234-d312,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1725,2040,military_department.a1234-d313,Командир танка,117194,1,9/6 ,military_rank.rank_80
a1234-j1726,2041,military_department.a1234-d313,Механік-водій,117258,1,6/4,military_rank.rank_50
a1234-j1727,2042,military_department.a1234-d313,Навідник,117281,1,6/3,military_rank.rank_30
a1234-j1728,2044,military_department.a1234-d314,Командир роти,212003,1,19,military_rank.rank_220
a1234-j1729,2045,military_department.a1234-d314,Заступник командира роти - інструктор з повітряно-десантної підготовки,212003,1,18,military_rank.rank_190
a1234-j1730,2046,military_department.a1234-d314,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j1731,2047,military_department.a1234-d314,Головний сержант,100974,1,12,military_rank.rank_100
a1234-j1732,2048,military_department.a1234-d314,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j1733,2049,military_department.a1234-d314,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j1734,2050,military_department.a1234-d314,Водій,790031,1,5/2,military_rank.rank_30
a1234-j1735,2052,military_department.a1234-d315,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j1736,2054,military_department.a1234-d316,Головний сержант - командир відділення,100975,1,10,military_rank.rank_90
a1234-j1737,2055,military_department.a1234-d316,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1740,2058,military_department.a1234-d316,Водій,790037,1,5,military_rank.rank_30
a1234-j1741,2060,military_department.a1234-d317,Командир відділення,100182,1,9,military_rank.rank_70
a1234-j1742,2061,military_department.a1234-d317,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1745,2065,military_department.a1234-d318,Командир відділення,100182,1,9,military_rank.rank_70
a1234-j1746,2066,military_department.a1234-d318,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1749,2070,military_department.a1234-d319,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j1750,2072,military_department.a1234-d320,Головний сержант - командир відділення,100975,1,10,military_rank.rank_90
a1234-j1751,2073,military_department.a1234-d320,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1754,2076,military_department.a1234-d320,Водій,790037/915,1,5,military_rank.rank_30
a1234-j1755,2078,military_department.a1234-d321,Командир відділення,100182,1,9,military_rank.rank_70
a1234-j1756,2079,military_department.a1234-d321,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1759,2083,military_department.a1234-d322,Командир відділення,100182,1,9,military_rank.rank_70
a1234-j1760,2084,military_department.a1234-d322,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1763,2088,military_department.a1234-d323,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j1764,2090,military_department.a1234-d324,Головний сержант - командир відділення,100975,1,10,military_rank.rank_90
a1234-j1765,2091,military_department.a1234-d324,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1768,2094,military_department.a1234-d324,Водій,790037/915,1,5,military_rank.rank_30
a1234-j1769,2096,military_department.a1234-d325,Командир відділення,100182,1,9,military_rank.rank_70
a1234-j1770,2097,military_department.a1234-d325,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1773,2101,military_department.a1234-d326,Командир відділення,100182,1,9,military_rank.rank_70
a1234-j1774,2102,military_department.a1234-d326,Снайпер (2 категорії),110751,3,5,military_rank.rank_30
a1234-j1777,2106,military_department.a1234-d327,Командир дивізіону,305003,1,24,military_rank.rank_290
a1234-j1778,2107,military_department.a1234-d327,Заступник командира дивізіону з морально-психологічного забезпечення,3410003,1,23,military_rank.rank_250
a1234-j1779,2108,military_department.a1234-d327,Заступник командира дивізіону з повітряно-десантної підготовки,213003,1,23,military_rank.rank_250
a1234-j1780,2109,military_department.a1234-d327,Головний сержант,929982,1,18,military_rank.rank_110
a1234-j1781,2111,military_department.a1234-d328,Начальник штабу - заступник командира дивізіону,305003,1,23,military_rank.rank_250
a1234-j1782,2113,military_department.a1234-d329,Начальник групи,2905003,1,17,military_rank.rank_190
a1234-j1783,2114,military_department.a1234-d329,Відповідальний виконавець,901547,1,8,military_rank.rank_50
a1234-j1784,2116,military_department.a1234-d330,Начальник групи,970003,1,17,military_rank.rank_190
a1234-j1785,2117,military_department.a1234-d330,Офіцер,970003,1,15,military_rank.rank_190
a1234-j1786,2119,military_department.a1234-d331,Начальник групи,305003,1,17,military_rank.rank_190
a1234-j1787,2120,military_department.a1234-d331,Офіцер,305003,1,15,military_rank.rank_190
a1234-j1788,2122,military_department.a1234-d332,Начальник групи,7050003,1,17,military_rank.rank_190
a1234-j1789,2123,military_department.a1234-d332,Офіцер,7001003,1,15,military_rank.rank_190
a1234-j1790,2125,military_department.a1234-d333,Командир батареї,305003,1,19,military_rank.rank_220
a1234-j1791,2126,military_department.a1234-d333,Заступник командира батареї - інструктор з повітряно-десантної підготовки,305003,1,18,military_rank.rank_190
a1234-j1792,2127,military_department.a1234-d333,Заступник командира батареї з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j1793,2128,military_department.a1234-d333,Головний сержант,136974,1,12,military_rank.rank_100
a1234-j1794,2129,military_department.a1234-d333,Технік,738945,1,10,military_rank.rank_100
a1234-j1795,2130,military_department.a1234-d333,Сержант із матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j1796,2131,military_department.a1234-d333,Старший бойовий медик,878978,1,7,military_rank.rank_90
a1234-j1797,2133,military_department.a1234-d334,Командир взводу - старший офіцер на батареї,305003,1,12,military_rank.rank_190
a1234-j1798,2135,military_department.a1234-d335,Головний сержант - командир гармати,136975/181,1,10,military_rank.rank_90
a1234-j1799,2136,military_department.a1234-d335,Старший механік-водій-гранатометник,739791/061,1,6/4,military_rank.rank_50
a1234-j1800,2137,military_department.a1234-d335,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1801,2138,military_department.a1234-d335,Майстер - номер обслуги,713244/533,1,4/3,military_rank.rank_30
a1234-j1802,2139,military_department.a1234-d335,Номер обслуги,136533,1,4/2,military_rank.rank_30
a1234-j1803,2141,military_department.a1234-d336,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1804,2142,military_department.a1234-d336,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1805,2143,military_department.a1234-d336,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1807,2145,military_department.a1234-d336,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1808,2147,military_department.a1234-d337,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1809,2148,military_department.a1234-d337,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1810,2149,military_department.a1234-d337,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1812,2151,military_department.a1234-d337,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1813,2153,military_department.a1234-d338,Командир відділення,603182,1,7/6 ,military_rank.rank_70
a1234-j1814,2154,military_department.a1234-d338,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1815,2155,military_department.a1234-d338,Оператор - топогеодезист,674543/948,1,4/3,military_rank.rank_30
a1234-j1816,2156,military_department.a1234-d338,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1817,2157,military_department.a1234-d338,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1818,2159,military_department.a1234-d339,Командир взводу,305003,1,12,military_rank.rank_190
a1234-j1819,2161,military_department.a1234-d340,Головний сержант - командир гармати,136975/181,1,10,military_rank.rank_90
a1234-j1820,2162,military_department.a1234-d340,Старший механік-водій-гранатометник,739791/061,1,6/4,military_rank.rank_50
a1234-j1821,2163,military_department.a1234-d340,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1822,2164,military_department.a1234-d340,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1824,2167,military_department.a1234-d341,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1825,2168,military_department.a1234-d341,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1826,2169,military_department.a1234-d341,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1828,2171,military_department.a1234-d341,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1829,2173,military_department.a1234-d342,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1830,2174,military_department.a1234-d342,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1831,2175,military_department.a1234-d342,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1833,2177,military_department.a1234-d342,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1834,2179,military_department.a1234-d343,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j1835,2180,military_department.a1234-d343,Водій,790037,2,5/2,military_rank.rank_30
a1234-j1837,2183,military_department.a1234-d344,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j1838,2184,military_department.a1234-d344,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1839,2185,military_department.a1234-d344,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1840,2186,military_department.a1234-d344,Оператор,225543,1,5/3,military_rank.rank_30
a1234-j1841,2187,military_department.a1234-d344,Розвідник,146646,3,4/3,military_rank.rank_30
a1234-j1844,2190,military_department.a1234-d344,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1845,2191,military_department.a1234-d344,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1846,2193,military_department.a1234-d345,Командир батареї,305003,1,19,military_rank.rank_220
a1234-j1847,2194,military_department.a1234-d345,Заступник командира батареї - інструктор з повітряно-десантної підготовки,305003,1,18,military_rank.rank_190
a1234-j1848,2195,military_department.a1234-d345,Заступник командира батареї з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j1849,2196,military_department.a1234-d345,Головний сержант,136974,1,12,military_rank.rank_100
a1234-j1850,2197,military_department.a1234-d345,Технік,738945,1,10,military_rank.rank_100
a1234-j1851,2198,military_department.a1234-d345,Сержант із матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j1852,2199,military_department.a1234-d345,Старший бойовий медик,878978,1,7,military_rank.rank_90
a1234-j1853,2201,military_department.a1234-d346,Командир взводу - старший офіцер на батареї,305003,1,12,military_rank.rank_190
a1234-j1854,2203,military_department.a1234-d347,Головний сержант - командир гармати,136975/181,1,10,military_rank.rank_90
a1234-j1855,2204,military_department.a1234-d347,Старший механік-водій-гранатометник,739791/061,1,6/4,military_rank.rank_50
a1234-j1856,2205,military_department.a1234-d347,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1857,2206,military_department.a1234-d347,Майстер - номер обслуги,713244/533,1,4/3,military_rank.rank_30
a1234-j1858,2207,military_department.a1234-d347,Номер обслуги,136533,1,4/2,military_rank.rank_30
a1234-j1859,2209,military_department.a1234-d348,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1860,2210,military_department.a1234-d348,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1861,2211,military_department.a1234-d348,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1863,2213,military_department.a1234-d348,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1864,2215,military_department.a1234-d349,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1865,2216,military_department.a1234-d349,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1866,2217,military_department.a1234-d349,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1868,2219,military_department.a1234-d349,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1869,2221,military_department.a1234-d350,Командир відділення,603182,1,7/6 ,military_rank.rank_70
a1234-j1870,2222,military_department.a1234-d350,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1871,2223,military_department.a1234-d350,Оператор - топогеодезист,674543/948,1,4/3,military_rank.rank_30
a1234-j1872,2224,military_department.a1234-d350,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1873,2225,military_department.a1234-d350,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1874,2227,military_department.a1234-d351,Командир взводу,305003,1,12,military_rank.rank_190
a1234-j1875,2229,military_department.a1234-d352,Головний сержант - командир гармати,136975/181,1,10,military_rank.rank_90
a1234-j1876,2230,military_department.a1234-d352,Старший механік-водій-гранатометник,739791/061,1,6/4,military_rank.rank_50
a1234-j1877,2231,military_department.a1234-d352,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1878,2232,military_department.a1234-d352,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1880,2235,military_department.a1234-d353,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1881,2236,military_department.a1234-d353,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1882,2237,military_department.a1234-d353,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1884,2239,military_department.a1234-d353,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1885,2241,military_department.a1234-d354,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1886,2242,military_department.a1234-d354,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1887,2243,military_department.a1234-d354,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1889,2245,military_department.a1234-d354,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1890,2247,military_department.a1234-d355,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j1891,2248,military_department.a1234-d355,Водій,790037,2,5/2,military_rank.rank_30
a1234-j1893,2251,military_department.a1234-d356,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j1894,2252,military_department.a1234-d356,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1895,2253,military_department.a1234-d356,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1896,2254,military_department.a1234-d356,Оператор,225543,1,5/3,military_rank.rank_30
a1234-j1897,2255,military_department.a1234-d356,Розвідник,146646,3,4/3,military_rank.rank_30
a1234-j1900,2258,military_department.a1234-d356,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1901,2259,military_department.a1234-d356,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1902,2261,military_department.a1234-d357,Командир батареї,305003,1,19,military_rank.rank_220
a1234-j1903,2262,military_department.a1234-d357,Заступник командира батареї - інструктор з повітряно-десантної підготовки,305003,1,18,military_rank.rank_190
a1234-j1904,2263,military_department.a1234-d357,Заступник командира батареї з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j1905,2264,military_department.a1234-d357,Головний сержант,136974,1,12,military_rank.rank_100
a1234-j1906,2265,military_department.a1234-d357,Технік,738945,1,10,military_rank.rank_100
a1234-j1907,2266,military_department.a1234-d357,Сержант із матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j1908,2267,military_department.a1234-d357,Старший бойовий медик,878978,1,7,military_rank.rank_90
a1234-j1909,2269,military_department.a1234-d358,Командир взводу - старший офіцер на батареї,305003,1,12,military_rank.rank_190
a1234-j1910,2271,military_department.a1234-d359,Головний сержант - командир гармати,136975/181,1,10,military_rank.rank_90
a1234-j1911,2272,military_department.a1234-d359,Старший механік-водій-гранатометник,739791/061,1,6/4,military_rank.rank_50
a1234-j1912,2273,military_department.a1234-d359,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1913,2274,military_department.a1234-d359,Майстер - номер обслуги,713244/533,1,4/3,military_rank.rank_30
a1234-j1914,2275,military_department.a1234-d359,Номер обслуги,136533,1,4/2,military_rank.rank_30
a1234-j1915,2277,military_department.a1234-d360,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1916,2278,military_department.a1234-d360,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1917,2279,military_department.a1234-d360,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1919,2281,military_department.a1234-d360,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1920,2283,military_department.a1234-d361,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1921,2284,military_department.a1234-d361,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1922,2285,military_department.a1234-d361,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1924,2287,military_department.a1234-d361,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1925,2289,military_department.a1234-d362,Командир відділення,603182,1,7/6 ,military_rank.rank_70
a1234-j1926,2290,military_department.a1234-d362,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1927,2291,military_department.a1234-d362,Оператор - топогеодезист,674543/948,1,4/3,military_rank.rank_30
a1234-j1928,2292,military_department.a1234-d362,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1929,2293,military_department.a1234-d362,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1930,2295,military_department.a1234-d363,Командир взводу,305003,1,12,military_rank.rank_190
a1234-j1931,2297,military_department.a1234-d364,Головний сержант - командир гармати,136975/181,1,10,military_rank.rank_90
a1234-j1932,2298,military_department.a1234-d364,Старший механік-водій-гранатометник,739791/061,1,6/4,military_rank.rank_50
a1234-j1933,2299,military_department.a1234-d364,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1934,2300,military_department.a1234-d364,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1936,2303,military_department.a1234-d365,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1937,2304,military_department.a1234-d365,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1938,2305,military_department.a1234-d365,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1940,2307,military_department.a1234-d365,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1941,2309,military_department.a1234-d366,Командир гармати,136181,1,8/6 ,military_rank.rank_80
a1234-j1942,2310,military_department.a1234-d366,Старший навідник,136803,1,6/4,military_rank.rank_50
a1234-j1943,2311,military_department.a1234-d366,Номер обслуги,136533,2,4/2,military_rank.rank_30
a1234-j1945,2313,military_department.a1234-d366,Механік-водій,739259,1,6/4,military_rank.rank_30
a1234-j1946,2315,military_department.a1234-d367,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j1947,2316,military_department.a1234-d367,Водій,790037,2,5/2,military_rank.rank_30
a1234-j1949,2319,military_department.a1234-d368,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j1950,2320,military_department.a1234-d368,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1951,2321,military_department.a1234-d368,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1952,2322,military_department.a1234-d368,Оператор,225543,1,5/3,military_rank.rank_30
a1234-j1953,2323,military_department.a1234-d368,Розвідник,146646,3,4/3,military_rank.rank_30
a1234-j1956,2326,military_department.a1234-d368,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1957,2327,military_department.a1234-d368,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1958,2329,military_department.a1234-d369,Начальник зв’язку - командир взводу,1210003,1,17,military_rank.rank_190
a1234-j1959,2331,military_department.a1234-d370,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j1960,2332,military_department.a1234-d370,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1961,2333,military_department.a1234-d370,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1962,2334,military_department.a1234-d370,Оператор,225543,1,5/3,military_rank.rank_30
a1234-j1963,2335,military_department.a1234-d370,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1964,2336,military_department.a1234-d370,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1965,2338,military_department.a1234-d371,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j1966,2339,military_department.a1234-d371,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j1967,2340,military_department.a1234-d371,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1968,2341,military_department.a1234-d371,Оператор - обчислювач,600543,2,5/3,military_rank.rank_30
a1234-j1970,2343,military_department.a1234-d371,Механік-водій-електрик,739259/995,1,6/4,military_rank.rank_30
a1234-j1971,2344,military_department.a1234-d371,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j1972,2346,military_department.a1234-d372,Командир відділення,515182,1,7/6 ,military_rank.rank_70
a1234-j1973,2347,military_department.a1234-d372,Старший оператор,515810,1,6/4,military_rank.rank_50
a1234-j1974,2348,military_department.a1234-d372,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1975,2349,military_department.a1234-d372,Оператор,515543,1,5/3,military_rank.rank_30
a1234-j1976,2351,military_department.a1234-d373,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j1977,2352,military_department.a1234-d373,Старший оператор,515810,1,6/4,military_rank.rank_50
a1234-j1978,2353,military_department.a1234-d373,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j1979,2354,military_department.a1234-d373,Оператор,515543,1,5/3,military_rank.rank_30
a1234-j1980,2356,military_department.a1234-d374,Командир взводу,787147,1,11,military_rank.rank_100
a1234-j1981,2357,military_department.a1234-d374,Технік,738945,1,10,military_rank.rank_100
a1234-j1982,2359,military_department.a1234-d375,Головний сержант - командир відділення,738975/182,1,10,military_rank.rank_90
a1234-j1983,2360,military_department.a1234-d375,Начальник електростанції,659491,1,4/4,military_rank.rank_50
a1234-j1984,2361,military_department.a1234-d375,Старший механік - акумуляторник,738786/005,1,4/3,military_rank.rank_50
a1234-j1985,2362,military_department.a1234-d375,Механік-електрозварювальник,738256/664,1,3/2,military_rank.rank_30
a1234-j1986,2363,military_department.a1234-d375,Механік,738256,1,3/2,military_rank.rank_30
a1234-j1987,2364,military_department.a1234-d375,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j1988,2366,military_department.a1234-d376,Командир відділення,738182,1,7/6 ,military_rank.rank_70
a1234-j1989,2367,military_department.a1234-d376,Механік,738256,1,3/2,military_rank.rank_30
a1234-j1990,2368,military_department.a1234-d376,Водій - механік,790058,1,5/3,military_rank.rank_30
a1234-j1991,2369,military_department.a1234-d376,Майстер,738244,1,4/3,military_rank.rank_30
a1234-j1992,2371,military_department.a1234-d377,Командир відділення,113182,1,7/6 ,military_rank.rank_70
a1234-j1993,2372,military_department.a1234-d377,Механік-водій-кранівник,113258/210,1,6/4,military_rank.rank_50
a1234-j1994,2373,military_department.a1234-d377,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j1995,2374,military_department.a1234-d377,Такелажник,790936,1,2/2,military_rank.rank_30
a1234-j1996,2376,military_department.a1234-d378,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j1997,2377,military_department.a1234-d378,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j1998,2378,military_department.a1234-d378,Водій,790037,5,5/2,military_rank.rank_30
a1234-j2003,2384,military_department.a1234-d379,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j2004,2385,military_department.a1234-d379,Водій - заправник,790057,3,5/3,military_rank.rank_30
a1234-j2007,2389,military_department.a1234-d380,Командир відділення,788182,1,7/6 ,military_rank.rank_70
a1234-j2008,2390,military_department.a1234-d380,Старший кухар,788827,1,4/4,military_rank.rank_50
a1234-j2009,2391,military_department.a1234-d380,Кухар,788569,2,3/2,military_rank.rank_30
a1234-j2011,2393,military_department.a1234-d380,Водій,790037,3,5/2,military_rank.rank_30
a1234-j2014,2397,military_department.a1234-d381,Начальник лазні,789294,1,5/5 ,military_rank.rank_70
a1234-j2015,2398,military_department.a1234-d381,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j2016,2399,military_department.a1234-d381,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j2017,2400,military_department.a1234-d381,Оператор,789543,1,4/3,military_rank.rank_30
a1234-j2018,2401,military_department.a1234-d381,Електрик - дизеліст,659995/079,1,2/2,military_rank.rank_30
a1234-j2019,2403,military_department.a1234-d382,Начальник медичної служби - начальник медичного пункту,9001023,1,17,military_rank.rank_240
a1234-j2020,2404,military_department.a1234-d382,Фельдшер,879962,1,8,military_rank.rank_90
